time_s,LoPE,LaPE,VPE,LoPL_adjusted,LaPL_adjusted,VPL_adjusted
0.00000000,0.98408623,0.46700246,0.10650000,2.82910132,1.84580316,0.86545809
0.09999990,0.99362961,0.44956701,0.03540000,2.92018666,1.86113011,0.80352232
0.20000005,0.99597334,0.43465186,0.01440000,2.95638612,1.85981771,0.77363832
0.29999995,0.98781561,0.43674883,0.03050000,3.02187646,1.89150542,0.77817665
0.40000010,0.98813714,0.43611307,0.03650000,3.06549936,1.90826753,0.77861027
0.50000000,0.97062961,0.44640478,0.04350000,3.08510414,1.93347044,0.80521576
0.59999990,0.96545225,0.45126817,0.06250000,3.04222689,1.92318655,0.82867152
0.70000005,0.96757666,0.45395095,0.07550000,2.84613759,1.84622989,0.84455269
0.79999995,0.97153640,0.44201757,0.10650000,2.93357030,1.86783477,0.85084689
0.90100002,0.95762340,0.43121292,0.10850000,2.93095548,1.86156956,0.86834895
1.00099993,0.95516314,0.42967176,0.13350000,3.09782116,1.92806114,0.90505243
1.10100007,0.95313988,0.41801816,0.15560000,3.10490320,1.92006593,0.92535298
1.20099998,0.93602869,0.39589704,0.17660000,3.07414349,1.89246103,0.95163619
1.30100012,0.90942776,0.37443691,0.19360000,2.94547109,1.82999003,0.95659799
1.40100002,0.89922189,0.36124265,0.20570000,2.81583864,1.76881189,0.96171184
1.50099993,0.87891359,0.33763167,0.20670000,2.68718150,1.70166789,0.96366336
1.60100007,0.85764797,0.32826110,0.21080000,2.65698318,1.68870829,0.97213751
1.70099998,0.82739610,0.31695982,0.22480000,2.58010089,1.65867157,0.98413700
1.80100012,0.79701216,0.30364535,0.23600000,2.51925075,1.63311622,0.96714304
1.90199995,0.77236418,0.29255089,0.24100000,2.21684226,1.51042154,0.95322222
2.00200009,0.75819340,0.28099127,0.25610000,2.23867721,1.51332851,0.96716983
2.10200000,0.72780399,0.26340434,0.26810000,2.27206399,1.52136595,0.95831032
2.20199990,0.70652467,0.25210640,0.28020000,2.24605485,1.50816763,1.00168926
2.30200005,0.68341660,0.24662432,0.28520000,2.19396565,1.49104135,0.99633580
2.40199995,0.66129777,0.23862304,0.28530000,2.27225036,1.52338078,1.02139818
2.50200009,0.62950324,0.22642816,0.28440000,2.44886756,1.59492275,1.03314947
2.60200000,0.61021693,0.22003060,0.29240000,2.53566910,1.63114977,1.04945985
2.70199990,0.58334406,0.20660066,0.30350000,2.52703830,1.62504924,1.08427252
2.80200005,0.55325416,0.18948089,0.32250000,2.38219940,1.56182496,1.10401286
2.90300012,0.49903850,0.19837564,0.34370000,2.41395903,1.60526336,1.12272726
3.00300002,0.41730255,0.16930363,0.35390000,2.39350863,1.60081500,1.13541980
3.10299993,0.29117170,0.08675806,0.35920000,2.10421706,1.45271379,1.15087348
3.20300007,0.25400605,0.11296729,0.36340000,2.03678376,1.46676191,1.15721833
3.30299997,0.23311384,0.06014148,0.37240000,1.93486533,1.38138091,1.19840030
3.40300012,0.18910711,0.08774395,0.38260000,1.94151680,1.42933713,1.23216679
3.50300002,0.17051662,0.07608496,0.38960000,1.97620658,1.43908539,1.29162494
3.60299993,0.09937412,0.01634881,0.39470000,1.84048948,1.35340409,1.25965880
3.70300007,0.07347893,0.05510324,0.40280000,1.68969589,1.34197612,1.29042924
3.80299997,0.05283400,0.00929344,0.40890000,1.48139273,1.22076793,1.26947661
3.90400004,0.03658386,0.05048437,0.41600000,1.43846373,1.25123967,1.31451827
4.00399995,0.03912727,0.04546930,0.42020000,1.49806717,1.26915051,1.30323927
4.10400009,0.05187343,0.04607436,0.44030000,1.45763676,1.24838999,1.30236759
4.20400000,0.06936368,0.04781558,0.44940000,1.52053380,1.26837500,1.32111954
4.30399990,0.09175459,0.05357597,0.45640000,1.74950311,1.35713564,1.32998364
4.40400004,0.06264408,0.05593004,0.41140000,1.83362710,1.40498572,1.23893958
4.50399995,0.00796944,0.00546791,0.05800000,1.94295300,1.42041666,0.81227375
4.60400009,0.00823372,0.00021433,0.04490000,2.03922335,1.45373695,0.79197955
4.70400000,0.01344633,0.01282989,0.04510000,2.04617622,1.46705172,0.78552195
4.80399990,0.02019889,0.01977713,0.04210000,2.21874401,1.54062115,0.79011854
4.90400004,0.01855406,0.02091284,0.05510000,2.08801929,1.48989441,0.81611754
5.00500011,0.01635389,0.02007063,0.05610000,2.19127143,1.53142143,0.81415168
5.10500002,0.01422810,0.02237993,0.03310000,2.11314957,1.50319659,0.78780081
5.20499992,0.00733354,0.01875738,0.02100000,2.06168695,1.48166723,0.77852709
5.30500007,0.00442681,0.01756142,0.03000000,2.02902051,1.46851424,0.78614633
5.40499997,0.00309182,0.01445305,0.03110000,2.23821832,1.54999494,0.81122541
5.50500011,0.00318234,0.01868188,0.04610000,2.22385383,1.54841596,0.78891862
5.60500002,0.00280276,0.02489989,0.01810000,2.39323980,1.62284334,0.76730716
5.70499992,0.00965528,0.02565493,0.02810000,2.61656559,1.71057425,0.77539828
5.80500007,0.01511813,0.02438303,0.02910000,2.73412065,1.75433940,0.74281836
5.90499997,0.00350695,0.02850616,0.05010000,2.65291532,1.73050060,0.77042583
6.00600004,0.00511445,0.03119315,0.06900000,2.74357731,1.76896840,0.80268944
6.10599995,0.00007019,0.02930179,0.05110000,2.74407019,1.76930179,0.78573379
6.20600009,0.00385180,0.02525992,0.05510000,2.69740972,1.74499302,0.79047246
