time_s,LoPE,LaPE,VPE,LoPL_adjusted,LaPL_adjusted,VPL_adjusted
0.00000000,0.45328440,0.45587741,1.86960000,1.33043810,1.81221222,2.55017239
0.10000014,0.45582686,0.47113882,1.85660000,1.32987943,1.85820100,2.53863687
0.20000005,0.48568507,0.39863435,1.83960000,1.36987408,1.79845434,2.50988435
0.30000019,0.47482584,0.36222041,1.82160000,1.36799983,1.78979311,2.48105054
0.40000010,0.48197269,0.33964573,1.79560000,1.37568255,1.78353565,2.44923362
0.50000000,0.46342550,0.35237590,1.77260000,1.34140272,1.81025081,2.44619058
0.60000014,0.46908598,0.35609026,1.75360000,1.33612307,1.79975876,2.43288176
0.70000005,0.45395742,0.36202160,1.62960000,1.33483940,1.73099745,2.31237550
0.80000019,0.43804627,0.34158383,1.56160000,1.30882545,1.74201471,2.22161436
0.90000010,0.41634902,0.33042094,1.44950000,1.25664867,1.73510929,2.12436505
1.00000000,0.42689007,0.34872201,1.37950000,1.30170422,1.81721726,2.02544594
1.10100007,0.40942426,0.34856625,1.28460000,1.27657859,1.82049264,1.96200471
1.20100021,0.40045025,0.34397071,1.21950000,1.24944164,1.81075394,1.93198764
1.30100012,0.36813998,0.32527306,1.15050000,1.18536107,1.75359282,1.88140957
1.40100002,0.34477292,0.30674999,1.06140000,1.13259716,1.69006637,1.82469705
1.50100017,0.28720176,0.23209147,0.86140000,1.07053264,1.57457888,1.71756139
1.60100007,0.27628981,0.21206129,0.75730000,1.05222239,1.55118261,1.59567298
1.70100021,0.23214102,0.18247593,0.62730000,1.00095295,1.50402556,1.40432536
1.80100012,0.18606715,0.17079320,0.54430000,0.90173767,1.48086228,1.29343470
1.90100002,0.17849272,0.17077690,0.54220000,0.88303139,1.39889723,1.26435922
2.00100017,0.18993536,0.14660426,0.47520000,0.86975990,1.36557317,1.19612381
2.10100007,0.14449663,0.09753838,0.35610000,0.83022556,1.34054000,1.06047636
2.20100021,0.04879496,0.04474921,0.17710000,0.75641982,1.28596849,0.87819263
2.30200005,0.02365290,0.02158681,0.11600000,0.74172685,1.27460459,0.80431157
2.40200019,0.00929024,0.02734120,0.03900000,0.75761529,1.31819394,0.75275909
