time_s,LoPE,LaPE,VPE,LoPL_adjusted,LaPL_adjusted,VPL_adjusted
0.00000000,0.08305306,0.00479673,0.12490000,0.86640550,0.22082361,0.94084592
0.10000014,0.09302845,0.00455165,0.15790000,0.86321528,0.22401997,0.97083101
0.20000005,0.10343290,0.00944748,0.16980000,0.85257502,0.23147522,0.96870966
0.30000019,0.09335360,0.03830920,0.18810000,0.85435822,0.27017978,0.97472209
0.40100002,0.01719304,0.02338588,0.03010000,0.73053772,0.25471282,0.78120508
0.50100017,0.01487562,0.02645762,0.04010000,0.72351500,0.25967449,0.80985055
0.60100007,0.01352720,0.02008046,0.02410000,0.70367811,0.26030479,0.80051693
0.70099998,0.00774110,0.02169621,0.03010000,0.72007009,0.25893683,0.80905955
0.80100012,0.01326799,0.02175340,0.04400000,0.72422019,0.25851427,0.79731806
0.90100002,0.01031618,0.02224941,0.04510000,0.70645843,0.25834246,0.81192088
1.00100017,0.01166071,0.02590034,0.07310000,0.73002708,0.26511610,0.89449120
1.10100007,0.01775402,0.01736101,0.05910000,0.74122512,0.25657022,0.83537232
1.20099998,0.01448101,0.01592672,0.05900000,0.72924742,0.25872247,0.84254289
1.30100012,0.01790850,0.01477111,0.02700000,0.72837792,0.23998795,0.80260015
1.40100002,0.02476513,0.01756839,0.05800000,0.72648839,0.25211006,0.82423362
1.50100017,0.01647364,0.01411450,0.05200000,0.73061970,0.23922219,0.81891102
1.60200000,0.01344260,0.00124764,0.05900000,0.72533095,0.22134145,0.82917237
1.70200014,0.01711073,0.00274099,0.07100000,0.72295332,0.22700759,0.88310871
1.80200005,0.02289575,0.00714666,0.07900000,0.72138734,0.23423004,0.86043054
1.90200019,0.02589952,0.00625578,0.07400000,0.71709555,0.23569934,0.83512543
2.00200009,0.01922090,0.00960870,0.07900000,0.69300296,0.22922977,0.83910973
2.10200000,0.01273751,0.00713833,0.08000000,0.69199641,0.22541610,0.81814625
2.20200014,0.02198383,0.01201712,0.09400000,0.71504295,0.22812229,0.81608650
2.30200005,0.02774392,0.01945982,0.08500000,0.77579258,0.24419332,0.79652491
2.40200019,0.03216245,0.01651899,0.07510000,0.81020918,0.24116545,0.81210216
2.50200009,0.02484045,0.01627490,0.06000000,0.81997430,0.24456666,0.80828493
2.60200000,0.01590659,0.01223276,0.05100000,0.73355879,0.22864146,0.76133216
2.70300007,0.01384749,0.01835693,0.06110000,0.70617365,0.24359979,0.83720963
2.80299997,0.01728790,0.00766605,0.04400000,0.68457018,0.21405806,0.77603656
2.90300012,0.02299223,0.00506729,0.03900000,0.68164328,0.20560677,0.76208167
3.00300002,0.03020074,0.00442776,0.05900000,0.70626470,0.21028868,0.81345289
3.10300016,0.03248690,0.00467775,0.07590000,0.70029474,0.20637847,0.83044151
3.20300007,0.01746470,0.00126261,0.02800000,0.64462162,0.19925644,0.73809596
3.30299997,0.01531583,0.00027433,0.01500000,0.68963751,0.19880412,0.74911530
3.40300012,0.01585174,0.00411367,0.01000000,0.73184664,0.20714570,0.75735785
3.50300002,0.01744443,0.01173422,0.01600000,0.74484638,0.21600004,0.80721925
3.60300016,0.01562324,0.01274850,0.00710000,0.74658608,0.21472262,0.75360684
3.70300007,0.01036943,0.01942872,0.01600000,0.70727999,0.23024878,0.77673773
3.80400014,0.00488516,0.01984377,0.00410000,0.67069514,0.23699267,0.73490703
3.90400004,0.00318424,0.01443990,0.01800000,0.64983885,0.22322691,0.78224653
4.00400019,0.00597725,0.00236697,0.00300000,0.64225643,0.21633732,0.75219756
4.10400009,0.01022595,0.00214243,0.01200000,0.60922811,0.21263388,0.72428749
4.20400000,0.02044854,0.00430085,0.00900000,0.65812325,0.21123733,0.72615885
4.30400014,0.01864238,0.00602593,0.00300000,0.65255338,0.20835772,0.71876163
4.40400004,0.01946916,0.00845470,0.00700000,0.68716838,0.21493124,0.71584859
4.50400019,0.01485813,0.01086490,0.01400000,0.67888534,0.21440559,0.73897644
4.60400009,0.00811539,0.00989901,0.02490000,0.61773796,0.21486278,0.74469497
4.70400000,0.00314793,0.01013265,0.02790000,0.63761610,0.21981272,0.74529706
4.80400014,0.00310480,0.01272479,0.03400000,0.66661165,0.22795539,0.76397433
4.90499997,0.00454198,0.00520292,0.03590000,0.64642900,0.21579912,0.78589646
5.00500011,0.00607408,0.02770984,0.01390000,0.66819491,0.25003726,0.76873422
5.10500002,0.00524042,0.00334485,0.02000000,0.66022352,0.22424674,0.77412844
5.20500016,0.00200160,0.02360664,0.02290000,0.68033861,0.25339513,0.78303412
5.30500007,0.00184682,0.00028153,0.02900000,0.67216753,0.21682609,0.78800416
5.40499997,0.00484451,0.00159081,0.02800000,0.65233944,0.21633037,0.81276293
5.50500011,0.00443500,0.02585461,0.03390000,0.63474693,0.25415800,0.82660623
5.60500002,0.00232233,0.00078536,0.02300000,0.61458669,0.22098151,0.77634012
5.70500016,0.00346972,0.01956019,0.01990000,0.62329747,0.25527534,0.77265330
5.80500007,0.00760205,0.00038584,0.00800000,0.64641375,0.22484576,0.72824442
5.90499997,0.00419824,0.00192219,0.01600000,0.64657810,0.23186277,0.74517534
6.00600004,0.00296866,0.02766382,0.02190000,0.64612352,0.27484839,0.76658396
6.10600019,0.00253066,0.02630068,0.03390000,0.66259758,0.26912662,0.82096465
6.20600009,0.00206320,0.02513649,0.03690000,0.66428338,0.26731160,0.82535873
6.30599999,0.00235593,0.02517339,0.03590000,0.67605299,0.26757197,0.83515280
6.40600014,0.00034078,0.02099843,0.03090000,0.62966114,0.25816542,0.76778943
6.50600004,0.00279302,0.01908321,0.03600000,0.63033596,0.25924448,0.80717564
6.60600019,0.00003428,0.01339585,0.05090000,0.64227968,0.24141538,0.77858514
6.70600009,0.00313728,0.01563354,0.04700000,0.64456350,0.24080412,0.81214770
6.80599999,0.00259006,0.01573631,0.02990000,0.65508821,0.23449847,0.73803425
6.90600014,0.00053116,0.00711884,0.04000000,0.66325906,0.21769748,0.81804392
7.00600004,0.00521810,0.00830491,0.03000000,0.69866424,0.20841054,0.76058410
7.10700011,0.01276627,0.01488329,0.02490000,0.77860605,0.21436700,0.74562099
7.20700002,0.01587237,0.02474405,0.02390000,0.79119067,0.23521007,0.76174608
7.30700016,0.01695869,0.02488319,0.01990000,0.76465716,0.23782904,0.76573952
7.40700006,0.00621583,0.02294261,0.04400000,0.76239386,0.23844900,0.82535445
7.50699997,0.00595568,0.02341410,0.03890000,0.75969620,0.23988140,0.80007237
7.60700011,0.00587020,0.00788611,0.02400000,0.76067147,0.22118846,0.77058062
7.70700002,0.00553369,0.00411561,0.02500000,0.76951008,0.20956781,0.80360688
7.80700016,0.00614046,0.00328553,0.01800000,0.74248087,0.20848865,0.81212862
7.90700006,0.00643797,0.00251645,0.01700000,0.74391930,0.20017604,0.82767513
8.00699997,0.00604348,0.01294783,0.02500000,0.75336755,0.21125330,0.81956072
