time_s,LoPE,LaPE,VPE,LoPL_adjusted,LaPL_adjusted,VPL_adjusted
0.00000000,0.01458063,0.01364461,0.04400000,0.82547450,0.22814546,0.82304695
0.09999990,0.00292498,0.00242786,0.02600000,0.75698525,0.22158530,0.80976792
0.19999981,0.00046623,0.01119922,0.03110000,0.73277449,0.23276723,0.80363755
0.29999995,0.00661079,0.00543851,0.03000000,0.75068956,0.22747047,0.79278767
0.39999986,0.01503291,0.00366764,0.03000000,0.79150598,0.22369053,0.78791883
0.50000000,0.01507637,0.00077019,0.04100000,0.78614904,0.22391443,0.81859941
0.59999990,0.01165615,0.00629160,0.04200000,0.76235270,0.23619511,0.82572321
0.69999981,0.00911677,0.00421124,0.04200000,0.78423172,0.23120350,0.82967596
0.79999995,0.00769015,0.00207403,0.05400000,0.73773232,0.22908102,0.86311457
0.89999986,0.00784667,0.01385207,0.04900000,0.72241730,0.23915114,0.87442735
1.00000000,0.00627566,0.02050039,0.06410000,0.74748030,0.24944680,0.90204762
1.09999990,0.00401522,0.02125201,0.07800000,0.75315878,0.24971079,0.91440421
1.20099998,0.00049564,0.03497720,0.06000000,0.73905398,0.27913386,0.90523533
1.30099988,0.00219788,0.02242096,0.04600000,0.73534504,0.25047239,0.88133207
1.40099978,0.00365684,0.02072649,0.04700000,0.72689042,0.24590173,0.87561529
1.50099993,0.00286002,0.04037723,0.04390000,0.73821514,0.28048631,0.87165467
1.60099983,0.00175189,0.02141544,0.04400000,0.73342146,0.24384306,0.87378512
1.70099998,0.00370404,0.04238538,0.04890000,0.72781594,0.28076227,0.87553009
1.80099988,0.00217306,0.01616564,0.04300000,0.71794512,0.24840554,0.83955214
1.90099978,0.00971746,0.02124573,0.04400000,0.71695580,0.25609740,0.81872149
2.00099993,0.00842075,0.03949571,0.04700000,0.69561698,0.27460041,0.82001797
2.10099983,0.00835822,0.02789176,0.04000000,0.70097164,0.24970617,0.79182689
2.20099998,0.00050044,0.04207707,0.02990000,0.71034876,0.27379072,0.72350749
2.30099988,0.00865935,0.02387354,0.03300000,0.72957873,0.24097268,0.71329590
2.40199995,0.00465669,0.04838363,0.03890000,0.75981527,0.27580695,0.78609276
2.50199986,0.00708379,0.04587799,0.02290000,0.78104769,0.27757857,0.73672655
2.60200000,0.00727871,0.04109404,0.02800000,0.74380011,0.27401367,0.74746197
2.70199990,0.00408296,0.02882325,0.04000000,0.71159673,0.24658759,0.82511731
2.80199981,0.00400892,0.02974775,0.04290000,0.68311032,0.23958275,0.82690270
2.90199995,0.00152761,0.02772303,0.05200000,0.67178583,0.23131738,0.82598361
3.00199986,0.01032336,0.05075035,0.03500000,0.69561394,0.27035014,0.75565136
3.10200000,0.01101753,0.05243953,0.03200000,0.68903090,0.26764289,0.75587381
3.20199990,0.00862764,0.04652229,0.02290000,0.69166862,0.25805967,0.74350560
3.30199981,0.00659155,0.03498273,0.01390000,0.69925024,0.23566853,0.75911683
3.40199995,0.00305407,0.03558051,0.00700000,0.69348370,0.24166655,0.76581977
3.50199986,0.00766983,0.04265107,0.00790000,0.71051951,0.26369441,0.81111063
3.60200000,0.01179641,0.04548741,0.01300000,0.76280179,0.26417260,0.76972434
3.70299983,0.01091224,0.04307636,0.01200000,0.77346768,0.25871827,0.78395098
3.80299997,0.01003949,0.04138331,0.01390000,0.73743956,0.26384432,0.75559188
3.90299988,0.00990575,0.04106441,0.01800000,0.71675628,0.26744745,0.79486417
4.00299978,0.01337620,0.04225976,0.02000000,0.70875116,0.27249675,0.78010331
4.10299993,0.01650056,0.04169378,0.02400000,0.67127303,0.26802019,0.74774886
4.20299983,0.01859560,0.04599699,0.02390000,0.66837774,0.26844068,0.75211626
4.30299997,0.01770269,0.04663759,0.02490000,0.66407063,0.26375696,0.75108330
4.40299988,0.01695126,0.04971071,0.03200000,0.70135017,0.27141860,0.79569288
4.50299978,0.01037012,0.03480891,0.01390000,0.69005291,0.24220619,0.75128948
4.60299993,0.01269763,0.02973450,0.00800000,0.67991305,0.23921118,0.74168996
4.70299983,0.01521175,0.02739603,0.00900000,0.70855742,0.24209363,0.74033520
4.80299997,0.01294358,0.03211220,0.01500000,0.73814588,0.25195460,0.75783723
4.90399981,0.00367492,0.03860550,0.01900000,0.66022314,0.26433935,0.78145120
5.00399995,0.00529288,0.03873481,0.01400000,0.68455340,0.26507606,0.78023121
5.10399985,0.00452967,0.04458702,0.01100000,0.67585715,0.28016188,0.77733672
5.20400000,0.00003484,0.04279543,0.00990000,0.69764178,0.27612397,0.78169221
5.30399990,0.00594483,0.03322347,0.00600000,0.69411127,0.25120568,0.77839969
5.40399981,0.00074562,0.02388920,0.00290000,0.66347803,0.24056118,0.80119415
5.50399995,0.00269007,0.01795922,0.00900000,0.64519033,0.23838000,0.77061626
5.60399985,0.00139273,0.02328219,0.01990000,0.62285983,0.24519945,0.78481947
5.70400000,0.00126118,0.02782821,0.02100000,0.63138893,0.25369200,0.83056282
