time_s,LoPE,LaPE,VPE,LoPL_adjusted,LaPL_adjusted,VPL_adjusted
0.00000000,0.01916498,0.02876010,0.20200000,0.80968194,0.25441735,1.01494499
0.09999990,0.02128116,0.02943658,0.22700000,0.79881073,0.25859185,1.04568511
0.19999981,0.02083008,0.00548067,0.07700000,0.77755513,0.22745035,0.88944407
0.29999995,0.02323305,0.00900251,0.08700000,0.79071547,0.23064533,0.88641786
0.39999986,0.01622372,0.01088075,0.05600000,0.77344157,0.23040111,0.80807335
0.50000000,0.01655901,0.01264315,0.07100000,0.76850913,0.23398621,0.84252153
0.59999990,0.01929418,0.01032398,0.06300000,0.75160672,0.23835579,0.84146406
0.70099998,0.02310886,0.01259645,0.07300000,0.77707866,0.23739260,0.89903697
0.80099988,0.01103042,0.01721017,0.06400000,0.72094364,0.25350239,0.82087984
0.90100002,0.00267086,0.02255319,0.06090000,0.69830842,0.25763403,0.83231718
1.00099993,0.00665795,0.02369539,0.06800000,0.72624190,0.26228855,0.85136084
1.10099983,0.00968208,0.01942466,0.08200000,0.73604102,0.25830563,0.90680497
1.20099998,0.00631570,0.00919086,0.07500000,0.72282458,0.24041041,0.90686556
1.30099988,0.00183129,0.00696393,0.07700000,0.71387329,0.23408312,0.89603798
1.40100002,0.00240445,0.01230360,0.06800000,0.70528124,0.23629226,0.88029084
1.50099993,0.00489977,0.01541208,0.06300000,0.71853894,0.24241474,0.82895537
1.60099983,0.00252342,0.01798561,0.07300000,0.71283670,0.25091279,0.88568891
1.70099998,0.01464905,0.01554527,0.05400000,0.76179379,0.23995673,0.82102184
1.80199981,0.01429989,0.02252672,0.05800000,0.75366300,0.26203769,0.79390651
1.90199995,0.00435141,0.02625043,0.05400000,0.69351836,0.26759854,0.76793943
2.00199986,0.00654529,0.02273102,0.04390000,0.67772380,0.25481285,0.75646174
2.10200000,0.00939560,0.02652513,0.05100000,0.68616334,0.25662874,0.73920821
2.20199990,0.01069939,0.01278018,0.04800000,0.70338558,0.22999828,0.72050510
2.30199981,0.00231259,0.00646699,0.05200000,0.70688548,0.22088756,0.71130273
2.40199995,0.00433341,0.00155615,0.04700000,0.74000146,0.21579180,0.72997722
2.50199986,0.00922953,0.00331901,0.03900000,0.76124909,0.22101692,0.73371521
2.60200000,0.01767070,0.00217858,0.02800000,0.77835653,0.22031305,0.73095120
2.70199990,0.02139567,0.00283289,0.02500000,0.75473401,0.21725722,0.75184045
2.80199981,0.02447437,0.00035363,0.01990000,0.73132134,0.20755441,0.74737922
2.90299988,0.02136385,0.00309610,0.01300000,0.72019834,0.20354687,0.73261853
3.00300002,0.01662836,0.00935242,0.02600000,0.68934817,0.21422623,0.73379367
3.10299993,0.01802168,0.00964724,0.03000000,0.68412333,0.21038667,0.74035351
3.20299983,0.01484681,0.01256274,0.03400000,0.68579414,0.20928628,0.74041743
3.30299997,0.01136729,0.01848472,0.03410000,0.68787360,0.21547443,0.76485869
3.40299988,0.00699943,0.01623355,0.03300000,0.67999558,0.21855594,0.77724371
3.50300002,0.00789783,0.01228106,0.03500000,0.69102949,0.21742851,0.82577119
3.60299993,0.01232115,0.01666281,0.03200000,0.74163866,0.21931996,0.77676358
3.70299983,0.01762414,0.01516046,0.03100000,0.75531557,0.21476897,0.79172749
3.80299997,0.01961483,0.01612664,0.02500000,0.72379670,0.22207823,0.75559534
3.90299988,0.01752394,0.02045584,0.02500000,0.70210245,0.22988991,0.79233967
4.00399995,0.01180237,0.01974725,0.02700000,0.68583687,0.23321158,0.77713856
4.10399985,0.00649327,0.01963282,0.03600000,0.59832569,0.22945065,0.74817491
4.20400000,0.00268826,0.01923885,0.03310000,0.59045271,0.22575169,0.74998489
4.30399990,0.00551717,0.02192740,0.04000000,0.58973420,0.22344210,0.75409633
4.40399981,0.00166659,0.02333822,0.03600000,0.62117333,0.22923978,0.74368866
4.50399995,0.00506012,0.01895930,0.03800000,0.61922846,0.22264827,0.76266973
4.60399985,0.00291260,0.01310408,0.02200000,0.60594055,0.21916162,0.74392177
4.70400000,0.00422106,0.01445658,0.02700000,0.63141362,0.22531214,0.74617740
4.80399990,0.00137310,0.01154836,0.02810000,0.65804043,0.22826323,0.75969560
4.90399981,0.00134227,0.02035800,0.02000000,0.63600854,0.23085607,0.77291868
5.00399995,0.00044921,0.02112388,0.02500000,0.65717806,0.23249583,0.77997940
5.10500002,0.00197225,0.02321896,0.02500000,0.65202945,0.24344724,0.77975445
5.20499992,0.00958721,0.02910353,0.02910000,0.68354357,0.24690415,0.78979984
5.30499983,0.01299614,0.03113825,0.02710000,0.67921779,0.24564457,0.78732649
5.40499997,0.01439550,0.03112908,0.02100000,0.65734992,0.24369864,0.80731188
5.50499988,0.01578852,0.03282823,0.02600000,0.64088529,0.24818474,0.77382194
5.60500002,0.01513767,0.03203531,0.01800000,0.62151951,0.24945409,0.77028048
5.70499992,0.01668710,0.03079287,0.02300000,0.63087401,0.25267831,0.77393580
5.80499983,0.01634547,0.02520527,0.02610000,0.65057212,0.24735963,0.74129122
5.90499997,0.01226869,0.02611473,0.03100000,0.65026334,0.25378842,0.75472825
6.00499988,0.00906959,0.02414752,0.02500000,0.64800794,0.25934083,0.76489905
6.10500002,0.00764654,0.02424913,0.02400000,0.66403347,0.25477150,0.76278968
6.20599985,0.00592490,0.02316777,0.02600000,0.66462607,0.25300630,0.76558571
6.30599999,0.00403142,0.02340935,0.02600000,0.67474779,0.25382728,0.77816054
6.40599990,0.00498317,0.02515269,0.02600000,0.62885247,0.24967805,0.76052753
6.50599980,0.00163455,0.02528039,0.02610000,0.62339052,0.25289537,0.75119489
6.60599995,0.00206507,0.02330140,0.03000000,0.63779771,0.25118040,0.71247828
6.70599985,0.00360518,0.02651458,0.03010000,0.63792167,0.25145055,0.75043448
6.80599999,0.00407469,0.02697493,0.03400000,0.64898412,0.24587675,0.74045052
6.90599990,0.00586991,0.03386627,0.03710000,0.66026796,0.24376446,0.77170720
7.00599980,0.01312672,0.03910127,0.03800000,0.69826487,0.23886234,0.81528050
7.10599995,0.01441512,0.04232652,0.03900000,0.72799749,0.24263567,0.80733338
7.20599985,0.01424566,0.04575698,0.03910000,0.73729172,0.25849422,0.82584794
7.30599999,0.01580931,0.04652006,0.04700000,0.70977614,0.26241108,0.84243787
7.40699983,0.01897108,0.05106092,0.04500000,0.71963509,0.26935750,0.83541045
7.50699997,0.02164446,0.05668507,0.04610000,0.71892318,0.27590466,0.86280917
7.60699987,0.02826417,0.06140763,0.04300000,0.72694022,0.28877648,0.84430923
7.70700002,0.02727486,0.06069870,0.04400000,0.73641824,0.27999671,0.87963583
7.80699992,0.03025497,0.06227332,0.04800000,0.71166561,0.28121354,0.89751341
7.90699983,0.03148839,0.06364732,0.04700000,0.71573105,0.27496352,0.91243982
8.00699997,0.03152692,0.06245689,0.04310000,0.72768011,0.27519493,0.89302129
8.10699987,0.03159346,0.06383027,0.04610000,0.76334721,0.27312846,0.88500602
8.20700002,0.03351621,0.06566021,0.03810000,0.77723710,0.27438678,0.85457139
8.30699992,0.03727939,0.06740399,0.04210000,0.82834284,0.27522292,0.87078887
8.40699983,0.03673979,0.06929666,0.04010000,0.84282457,0.27536844,0.88873869
8.50799990,0.04009264,0.07396675,0.03010000,0.87794935,0.27699341,0.80874231
8.60799980,0.03907183,0.07867078,0.02510000,0.85549130,0.28489835,0.80627580
8.70799994,0.04523280,0.01782004,0.03300000,0.86354758,0.21800022,0.84895078
8.80799985,0.04120472,0.08329208,0.02910000,0.87219194,0.28630162,0.82093886
8.90799999,0.04674527,0.01826745,0.03600000,0.87368496,0.21066427,0.89701752
9.00799990,0.04164319,0.08370869,0.03510000,0.84502165,0.29153907,0.87503114
9.10799980,0.03648946,0.08451372,0.03400000,0.82126380,0.28714647,0.87510592
9.20799994,0.03917345,0.01526208,0.02800000,0.81426891,0.20329242,0.84914370
9.30799985,0.03860489,0.08781425,0.03100000,0.81666025,0.28464890,0.85798433
9.40799999,0.03568735,0.01584025,0.01790000,0.82013661,0.19443786,0.83358804
9.50799990,0.03511370,0.08430153,0.01700000,0.84813148,0.28039464,0.81231835
9.60799980,0.03551650,0.08309168,0.01600000,0.84270573,0.26857988,0.81255345
9.70899987,0.04413791,0.01385153,0.02000000,0.81695803,0.18311977,0.83527021
9.80900002,0.04546078,0.01634312,0.01590000,0.84880761,0.18940925,0.82969334
9.90899992,0.04698725,0.01079621,0.00510000,0.84131657,0.18971197,0.81471298
10.00899982,0.04580360,0.00716660,0.01300000,0.85475390,0.19672142,0.82237528
10.10899997,0.04781084,0.00205524,0.00810000,0.84107104,0.19578575,0.81702990
10.20899987,0.04708853,0.00737024,0.00710000,0.83881340,0.19785462,0.86473330
10.30900002,0.04664564,0.01078074,0.00100000,0.85061931,0.20131312,0.86588683
10.40899992,0.04939436,0.01238094,0.00600000,0.87653054,0.20807951,0.85304852
10.50899982,0.05336615,0.01118859,0.00300000,0.92946363,0.20066460,0.89525150
10.60899997,0.05199632,0.00904612,0.00200000,0.86266442,0.19634475,0.86011412
10.70899987,0.05151016,0.00005522,0.00210000,0.86773537,0.19183186,0.86406877
10.80900002,0.05165935,0.00144264,0.01000000,0.84546096,0.19506127,0.84585964
10.90999985,0.04679813,0.01047069,0.01000000,0.85040136,0.20105784,0.84199304
11.00999999,0.04757900,0.01053419,0.00800000,0.83155375,0.20792810,0.81120093
11.10999990,0.04881465,0.01008664,0.00900000,0.83226402,0.20757784,0.84308468
11.20999980,0.04890977,0.01380486,0.01700000,0.78312807,0.21132953,0.84786222
11.30999994,0.04914814,0.01423307,0.01300000,0.78247863,0.20523324,0.85060307
11.40999985,0.03812596,0.01803805,0.01810000,0.77313938,0.21289293,0.86098091
11.50999999,0.03787031,0.01702379,0.01300000,0.74147440,0.22242575,0.81303418
11.60999990,0.04169602,0.01204417,0.02000000,0.74698776,0.22259096,0.82313474
11.70999980,0.04771426,0.00312238,0.03510000,0.76908008,0.20438918,0.89922766
11.80999994,0.04717636,0.00431865,0.03300000,0.75984360,0.20147615,0.92544444
11.90999985,0.05134662,0.00340807,0.03500000,0.74311255,0.21234114,0.91508042
12.00999999,0.05140418,0.00423565,0.03300000,0.75060684,0.22164223,0.89479091
