time_s,LoPE,LaPE,VPE,LoPL_adjusted,LaPL_adjusted,VPL_adjusted
0.00000000,0.12070785,0.04374636,0.16670000,0.89291064,0.25622653,0.97048179
0.10000014,0.04559613,0.05509023,0.03370000,0.76872525,0.26960278,0.80755534
0.20000005,0.05005336,0.01042645,0.04980000,0.75224756,0.23231830,0.80983829
0.30000019,0.03071795,0.04688601,0.04180000,0.74644031,0.26492525,0.79160678
0.40000010,0.02777359,0.02354055,0.01390000,0.73306490,0.24182915,0.76070744
0.50000000,0.02525304,0.02561530,0.00110000,0.72583400,0.24586800,0.77024651
0.60000014,0.03838978,0.01754637,0.03380000,0.71839896,0.24526264,0.80574218
0.70099998,0.04034184,0.01982312,0.04980000,0.74290203,0.24446471,0.82394404
0.80100012,0.04162996,0.02160548,0.06680000,0.74315349,0.24546668,0.81433013
0.90100002,0.00236152,0.02836165,0.06990000,0.69424540,0.25084533,0.83319167
1.00100017,0.00355874,0.03068200,0.09500000,0.72092630,0.25677477,0.86991097
1.10100007,0.00395074,0.03087769,0.10100000,0.72952802,0.25650802,0.87484240
1.20099998,0.00333224,0.02913651,0.09790000,0.72058464,0.25891812,0.87935863
1.30100012,0.00535551,0.03610164,0.08890000,0.71931965,0.26070397,0.85976683
1.40100002,0.03023643,0.03591780,0.09600000,0.73419176,0.25782078,0.85937863
1.50100017,0.03926751,0.03422547,0.10710000,0.75424481,0.25985291,0.86891897
1.60100007,0.05956845,0.03965475,0.11810000,0.81361472,0.25888247,0.88246363
1.70099998,0.07787144,0.05422406,0.12010000,0.82326921,0.27679812,0.88234812
1.80100012,0.07300249,0.04667641,0.12510000,0.81094371,0.27382289,0.85767125
1.90200019,0.07830314,0.05185430,0.14620000,0.80856276,0.28153543,0.85682506
2.00200009,0.07283913,0.04174782,0.15910000,0.78589913,0.26335644,0.86780904
2.10200000,0.05710852,0.04630440,0.16110000,0.77789091,0.26637554,0.84856649
2.20200014,0.03215051,0.05600745,0.15200000,0.72702581,0.27434654,0.82715920
2.30200005,0.01844608,0.05831365,0.15790000,0.72600957,0.28662628,0.82169708
2.40200019,0.00654971,0.05972522,0.18690000,0.74615854,0.28815814,0.87395262
2.50200009,0.00082926,0.07075791,0.22090000,0.75789686,0.30254698,0.96236798
2.60200000,0.02246358,0.07717245,0.22780000,0.74224976,0.30958834,0.97773421
2.70200014,0.05449665,0.06688173,0.20170000,0.78840398,0.29772337,0.93517005
