time_s,LoPE,LaPE,VPE,LoPL_adjusted,LaPL_adjusted,VPL_adjusted
0.00000000,0.90315829,0.04190599,0.48230000,2.74250119,0.26679696,1.45995725
0.09999990,0.94821279,0.03121086,0.43520000,2.86948319,0.26016768,1.37676605
0.20000005,0.95646184,0.02932345,0.41710000,2.91174804,0.24906722,1.33423141
0.30099988,0.96260498,0.02825328,0.39620000,2.99188745,0.24842330,1.28786282
0.40100002,0.95457927,0.01187776,0.39520000,3.02736785,0.23190079,1.28059803
0.50099993,0.95238253,0.00954389,0.37820000,3.06245889,0.23225032,1.27002099
0.60099983,0.95237432,0.00729472,0.36410000,3.02457253,0.23671635,1.24840785
0.70099998,0.96125845,0.00501662,0.34410000,2.83430579,0.23197504,1.21405562
0.80099988,0.97985780,0.00421291,0.34210000,2.93677279,0.23067640,1.18323155
0.90100002,0.83867846,0.04110153,0.37250000,2.80694503,0.27611536,1.25120281
1.00099993,0.71182777,0.05786359,0.37680000,2.85022086,0.29498347,1.26996267
1.10099983,0.56073818,0.04176051,0.29930000,2.70827963,0.28003229,1.12665134
1.20099998,0.51413605,0.04266539,0.22450000,2.64796444,0.28497802,1.06144981
1.30099988,0.12817808,0.02430452,0.04930000,2.15945240,0.25144733,0.84283166
1.40100002,0.09978141,0.03835728,0.07020000,2.01106450,0.27435414,0.85065631
1.50199986,0.12678179,0.03648598,0.08630000,1.92920377,0.27612982,0.86098242
1.60200000,0.14208473,0.03702578,0.07540000,1.93553177,0.27037031,0.85088907
1.70199990,0.14133431,0.03179641,0.08130000,1.88793046,0.26967730,0.84978106
1.80200005,0.11848563,0.02577219,0.07430000,1.83447153,0.25429173,0.80923469
1.90199995,0.10500964,0.03079049,0.05820000,1.55747426,0.27378289,0.77138498
2.00199986,0.11754662,0.03584524,0.07030000,1.59063473,0.26841059,0.77915625
2.10200000,0.13666100,0.03101969,0.07640000,1.67382683,0.26243651,0.76235331
2.20199990,0.13663016,0.02642878,0.07930000,1.66904380,0.24371373,0.75012409
2.30200005,0.08527896,0.01552384,0.04420000,1.60412693,0.23012944,0.70596390
2.40199995,0.11119038,0.01737668,0.07630000,1.73091661,0.23103420,0.75873715
2.50199986,0.09408802,0.01425920,0.06530000,1.92321136,0.23155730,0.75972731
2.60200000,0.10958313,0.02003839,0.07130000,2.04529590,0.23723131,0.77223854
2.70299983,0.09512650,0.01998270,0.06330000,2.04916760,0.23348098,0.78866830
2.80299997,0.08569302,0.01239383,0.05620000,1.92444257,0.21912780,0.78246427
2.90299988,0.08579558,0.01109315,0.06020000,2.01092693,0.21148014,0.77761189
3.00300002,0.09005395,0.01027839,0.06930000,2.07676060,0.21572398,0.77541233
3.10299993,0.08653606,0.01554830,0.05530000,1.90931056,0.21634356,0.76613478
3.20299983,0.09487620,0.01543589,0.06720000,1.88723994,0.21242251,0.77352872
3.30299997,0.09159443,0.01243019,0.05530000,1.80254886,0.21074245,0.78707098
3.40299988,0.09790286,0.01145728,0.07130000,1.85975501,0.21507159,0.81463445
3.50300002,0.09153403,0.01551775,0.07020000,1.90691836,0.22126332,0.86082450
3.60299993,0.09956786,0.01913744,0.06220000,1.85007226,0.22234977,0.80848317
3.70299983,0.10535859,0.01956084,0.07030000,1.73037408,0.21940765,0.83221406
3.80299997,0.11046447,0.02118681,0.07530000,1.53138198,0.22751123,0.80606381
3.90400004,0.11938605,0.02081106,0.08330000,1.52527354,0.23131073,0.84971846
4.00399995,0.11736251,0.02391258,0.06730000,1.56880484,0.25109770,0.81839748
4.10399985,0.12060720,0.02154420,0.06330000,1.53417402,0.24562703,0.77883130
4.20400000,0.13202919,0.02119749,0.08240000,1.57566499,0.24218972,0.84597848
4.30399990,0.13313235,0.01544758,0.08440000,1.78432327,0.21964850,0.84647591
4.40400004,0.12317478,0.01170742,0.07630000,1.88813558,0.22071108,0.83319813
4.50399995,0.09548680,0.01984239,0.05720000,2.02522354,0.23804130,0.78896651
4.60399985,0.08868368,0.02149242,0.04730000,2.11488042,0.24114445,0.77634822
4.70400000,0.09143367,0.02192381,0.05220000,2.11937889,0.24628383,0.77821664
4.80399990,0.08943268,0.02024960,0.05820000,2.28397711,0.24989994,0.84061884
4.90400004,0.07425783,0.01545624,0.06220000,2.13911207,0.23984741,0.86443481
5.00399995,0.07989681,0.01539673,0.06520000,2.25070195,0.24033022,0.86863351
5.10500002,0.08089732,0.01213356,0.05820000,2.17534708,0.23355758,0.86110693
5.20499992,0.08084260,0.01157947,0.06330000,2.13051358,0.23113513,0.87098136
5.30499983,0.08479194,0.01195435,0.05620000,2.10456251,0.22803027,0.86379530
5.40499997,0.06580690,0.00559834,0.03210000,2.29710567,0.21998180,0.82243224
5.50499988,0.06133475,0.00377077,0.03220000,2.27811017,0.22091161,0.78460399
5.60500002,0.05225791,0.00394979,0.02510000,2.43960153,0.22264580,0.78077695
5.70499992,0.05102520,0.00289293,0.02810000,2.65586559,0.22570779,0.78147923
5.80499983,0.04167031,0.00614776,0.03210000,2.75913289,0.22803626,0.74882900
5.90499997,0.04530512,0.00125161,0.03020000,2.69284450,0.22917677,0.75501457
6.00499988,0.04420037,0.00339512,0.02510000,2.78121530,0.23839382,0.76485817
6.10500002,0.04638060,0.00548539,0.02710000,2.79038060,0.23560670,0.76431201
6.20499992,0.04716570,0.00615524,0.01710000,2.73906337,0.23539549,0.75598705
6.30499983,0.04536597,0.00318414,0.00810000,2.54376262,0.23330668,0.75933539
6.40599990,0.03987935,0.00413368,0.00620000,2.45201398,0.22837817,0.73910484
6.50600004,0.03623486,0.00480467,0.01410000,2.40866507,0.23176730,0.73586577
6.60599995,0.03203970,0.00438609,0.01610000,2.16820679,0.23106563,0.69469923
6.70599985,0.02532609,0.00590246,0.02410000,2.00065876,0.22944145,0.73846728
6.80599999,0.03531869,0.00528776,0.00310000,1.81623584,0.22249845,0.70517253
6.90599990,0.04298351,0.00478208,0.00110000,1.76423847,0.21330506,0.73072199
7.00600004,0.03609544,0.00745448,0.00110000,1.72341522,0.20568354,0.72790148
7.10599995,0.03543651,0.00280427,0.00310000,1.79354607,0.20195174,0.72015104
7.20599985,0.03493419,0.00310681,0.00510000,1.61314963,0.20200589,0.73951086
7.30599999,0.04803482,0.00071828,0.00310000,1.56676828,0.20262100,0.74627694
7.40599990,0.04928964,0.00223190,0.00520000,1.64998307,0.20635840,0.74212672
7.50600004,0.04778895,0.00579192,0.00610000,1.75401864,0.21054918,0.76831717
7.60699987,0.05569676,0.00849006,0.02310000,1.77864750,0.22112022,0.76734388
7.70700002,0.05687061,0.01075609,0.02610000,1.68101308,0.21461281,0.80358016
7.80699992,0.05736851,0.01158250,0.02510000,1.57997225,0.21470517,0.81773905
7.90699983,0.05853587,0.01409083,0.03020000,1.66551168,0.22182054,0.83899092
8.00699997,0.05273774,0.00500112,0.01620000,1.54704957,0.20253109,0.81079465
8.10699987,0.05572641,0.00494244,0.01510000,1.49321066,0.19884609,0.80096691
8.20700002,0.05418642,0.00254601,0.02010000,1.54814622,0.19675265,0.78338139
8.30699992,0.07389637,0.00829558,0.01920000,1.62963813,0.20093374,0.79616363
8.40699983,0.07542084,0.00891388,0.02230000,1.55517315,0.19970218,0.81950150
8.50699997,0.06323906,0.00646775,0.01620000,1.56823908,0.19547798,0.78976129
8.60699987,0.06129569,0.00149937,0.02220000,1.57687137,0.19393296,0.79894601
8.70700002,0.06034907,0.00194685,0.02710000,1.47008453,0.19573005,0.79592695
8.80799985,0.07034892,0.00044710,0.03120000,1.66670908,0.18538021,0.86639532
8.90799999,0.07165918,0.00524613,0.02920000,1.89744478,0.19060287,0.89132051
9.00799990,0.07061297,0.00940467,0.04430000,1.96943944,0.19781121,0.88566867
9.10800004,0.05850674,0.01490272,0.04520000,1.92547801,0.19730279,0.88938249
9.20799994,0.05836642,0.01602377,0.04810000,2.00186907,0.19785754,0.91789774
9.30799985,0.06188598,0.01442377,0.05020000,2.16666985,0.18997032,0.92694713
9.40799999,0.06600870,0.01448107,0.03820000,2.10718679,0.18924533,0.90468519
9.50799990,0.06684241,0.01633745,0.04320000,2.24841772,0.19495467,0.89073933
9.60800004,0.05625908,0.01589863,0.04020000,2.17748935,0.18598076,0.88943736
9.70799994,0.05310572,0.01873987,0.04420000,2.01420569,0.18563284,0.91299616
9.80799985,0.05932971,0.01886889,0.04720000,1.98650447,0.19096965,0.91471659
9.90799999,0.07260749,0.02517642,0.04320000,2.07504187,0.21559205,0.90678275
10.00899982,0.07491420,0.02921424,0.04730000,2.08771624,0.22988426,0.91109933
10.10899997,0.07551369,0.02663274,0.05010000,2.20245001,0.23247817,0.91186956
10.20899987,0.07344887,0.02790759,0.05620000,2.35267062,0.23123531,0.96469924
10.30900002,0.05253870,0.02276588,0.04410000,2.16393432,0.22809535,0.95954000
10.40899992,0.05073433,0.03651887,0.03720000,2.01169501,0.24688109,0.93523315
10.50899982,0.04640791,0.03443190,0.03520000,1.82729695,0.23869268,0.97701514
10.60899997,0.05162145,0.01847907,0.03510000,1.74049722,0.20918137,0.94191581
10.70899987,0.05246165,0.02918519,0.03420000,1.85346834,0.23491017,0.94387338
10.80900002,0.04802319,0.02646476,0.01810000,1.52963728,0.23435728,0.85846892
10.90899992,0.04157725,0.02498264,0.01020000,1.54205109,0.23083926,0.84641671
11.00899982,0.04362978,0.02383217,0.01720000,0.82834411,0.23666224,0.82196618
11.10899997,0.04491371,0.02555169,0.01100000,0.82899164,0.23835493,0.84520624
11.21000004,0.05435111,0.02157145,0.00810000,0.78819758,0.22237768,0.83831292
11.30999994,0.04658167,0.02173932,0.00010000,0.78104115,0.21605650,0.83554397
11.40999985,0.04333790,0.02261497,0.00810000,0.77782801,0.22112224,0.84657335
11.50999999,0.03969788,0.02684954,0.01010000,0.74227595,0.24784771,0.80339956
11.60999990,0.03357647,0.02765919,0.00800000,0.73876608,0.25292676,0.80502762
11.71000004,0.03427922,0.03247068,0.00910000,0.75520396,0.24687074,0.82341505
11.80999994,0.03708006,0.03022051,0.01100000,0.74812307,0.24066656,0.85287702
11.90999985,0.03553387,0.02763320,0.00710000,0.72545491,0.24977942,0.83640576
12.00999999,0.03743413,0.02699567,0.00910000,0.73373606,0.25779218,0.81904175
12.10999990,0.03600671,0.02120181,0.00700000,0.74585633,0.22669025,0.81731899
12.21000004,0.03577372,0.02007439,0.00910000,0.72507402,0.23398212,0.80722419
12.30999994,0.03653154,0.02002115,0.02100000,0.76002845,0.24001006,0.85706595
12.41100001,0.03563881,0.01980215,0.02210000,0.74488334,0.24372512,0.85931633
12.51099992,0.03774671,0.02275843,0.02010000,0.73617574,0.24897916,0.84643137
12.61099982,0.04354337,0.02695208,0.00910000,0.72767108,0.26847035,0.82931987
12.71099997,0.04433965,0.02631112,0.01010000,0.73387546,0.26722261,0.83438994
12.81099987,0.04000985,0.02359517,0.00100000,0.76328625,0.27354678,0.81402588
12.91100001,0.04123690,0.01923585,0.00210000,0.73097456,0.25317988,0.79937815
13.01099992,0.03327208,0.01627909,0.00690000,0.72853511,0.24625600,0.80140035
13.11099982,0.03582748,0.01640858,0.01090000,0.71608593,0.23524527,0.80756808
13.21099997,0.03752787,0.01619224,0.00790000,0.72286138,0.23826415,0.80105646
13.31099987,0.04108194,0.01761602,0.00390000,0.69885982,0.23270389,0.77839505
13.41100001,0.04337129,0.01811494,0.00110000,0.69701356,0.23052593,0.78102734
13.51099992,0.03595606,0.01600163,0.00390000,0.70478292,0.22350508,0.78755355
13.61199999,0.03927094,0.01630471,0.00310000,0.70567668,0.22394691,0.75510152
13.71199989,0.03826419,0.01854244,0.00810000,0.69526704,0.22213236,0.78543708
13.81200004,0.04602591,0.02330742,0.01310000,0.73374139,0.23438973,0.84206349
13.91199994,0.04400737,0.01795638,0.00910000,0.73551805,0.22128987,0.80119607
14.01199985,0.03695483,0.01398787,0.00010000,0.66613056,0.22301046,0.78110024
14.11199999,0.03453193,0.01367136,0.00010000,0.68708476,0.22425326,0.78489512
14.21199989,0.03417007,0.01758937,0.00290000,0.68007144,0.22668049,0.79502428
14.31200004,0.03749534,0.01714961,0.00390000,0.71324538,0.23322743,0.81929942
14.41199994,0.03319879,0.01871043,0.00910000,0.73089572,0.24884997,0.83453333
14.51199985,0.03131887,0.02036782,0.01100000,0.71154008,0.25076477,0.83199564
14.61199999,0.03371472,0.01660052,0.01510000,0.74164434,0.22181905,0.89644977
14.71199989,0.03803997,0.01175629,0.01710000,0.73789820,0.21664832,0.88398650
14.81200004,0.03876495,0.00704828,0.00910000,0.73886449,0.22016407,0.82006352
14.91299987,0.04162731,0.00831669,0.00510000,0.80525209,0.22743336,0.79503125
15.01300001,0.04471126,0.01162940,0.01110000,0.78297320,0.22633520,0.78624336
15.11299992,0.04294841,0.00705934,0.01110000,0.77540533,0.22010739,0.80595461
15.21299982,0.04324343,0.00145127,0.01720000,0.80043926,0.21542209,0.84350476
15.31299996,0.04217195,0.00353644,0.00810000,0.81647537,0.21317470,0.79994382
15.41299987,0.04378139,0.00064000,0.00710000,0.79164051,0.21152275,0.78246713
15.51300001,0.04400539,0.00023559,0.00710000,0.79323102,0.21078423,0.79364212
15.61299992,0.04400443,0.00050002,0.01510000,0.79686315,0.20514928,0.86090632
15.71299982,0.03664357,0.00555415,0.01810000,0.79351949,0.20389349,0.85831126
15.81299996,0.03633344,0.00957086,0.01510000,0.78906359,0.21113518,0.86057006
15.91299987,0.03010076,0.01292068,0.00310000,0.73609999,0.20707795,0.81517904
16.01300001,0.03010422,0.01267067,0.00910000,0.73457739,0.20290114,0.83521816
16.11399984,0.02549840,0.01252523,0.00190000,0.71687944,0.20743890,0.82399070
16.21399999,0.02342669,0.01071634,0.00300000,0.70395181,0.21292904,0.82203636
16.31399989,0.02126370,0.01002323,0.00990000,0.72670489,0.20861874,0.83401924
16.41400003,0.02216940,0.01143231,0.00590000,0.74343627,0.21372826,0.82232720
16.51399994,0.01975737,0.01261056,0.00200000,0.72894589,0.21425624,0.82185653
16.61399984,0.02540740,0.00152449,0.00510000,0.72587420,0.20676920,0.81915945
16.71399999,0.02525578,0.00080361,0.00910000,0.74009335,0.20488922,0.80658121
16.81399989,0.01988913,0.00131251,0.00800000,0.72910253,0.20623429,0.81905967
16.91400003,0.01815692,0.00147184,0.00610000,0.74009885,0.20689740,0.82440574
17.01399994,0.01648433,0.00375058,0.00800000,0.75778384,0.21128391,0.80768998
17.11399984,0.01860288,0.00987384,0.02010000,0.74640713,0.21547474,0.86322921
17.21399999,0.02232662,0.01234674,0.02410000,0.72464500,0.21191818,0.87527857
17.31499982,0.02122720,0.01337483,0.02910000,0.72305438,0.21492325,0.85230028
17.41499996,0.02303802,0.01348109,0.03100000,0.71250278,0.20146048,0.83686563
17.51499987,0.02169230,0.02085507,0.02410000,0.70311382,0.21530507,0.82496112
17.61500001,0.01824437,0.02199552,0.01710000,0.70074681,0.20919844,0.81399535
17.71499991,0.01806885,0.02237535,0.01710000,0.70672733,0.21635129,0.81297947
17.81499982,0.01499292,0.02039883,0.01000000,0.70085668,0.22136740,0.76680571
17.91499996,0.01151162,0.01736153,0.00400000,0.68798064,0.20985965,0.77366676
18.01499987,0.01798460,0.02052326,0.01510000,0.68834068,0.20686325,0.81954234
18.11500001,0.02013280,0.02059613,0.01310000,0.72030729,0.21535027,0.83602176
18.21499991,0.01226054,0.02284380,0.00710000,0.70241739,0.21838521,0.76205114
18.31499982,0.00821389,0.02632075,0.00200000,0.68926541,0.22131551,0.78244502
18.41499996,0.01435832,0.02225778,0.00410000,0.66770586,0.21707699,0.77036373
18.51600003,0.01400491,0.02179249,0.00300000,0.68148035,0.21597925,0.76980079
18.61599994,0.02114411,0.01872155,0.00610000,0.72512093,0.20670919,0.77492029
18.71599984,0.02370037,0.01910661,0.00710000,0.72859204,0.20977872,0.75799915
18.81599998,0.02113975,0.01647303,0.00290000,0.74121505,0.19273848,0.73583884
18.91599989,0.01419991,0.00991225,0.00400000,0.68979259,0.18864515,0.73145186
19.01600003,0.01444397,0.01058592,0.00210000,0.69059029,0.18507365,0.72123594
19.11599994,0.01381329,0.01469670,0.00310000,0.69251861,0.19808133,0.69508397
19.21599984,0.01554159,0.01547737,0.00200000,0.72379080,0.20126204,0.72759325
19.31599998,0.01994988,0.01099555,0.00100000,0.78220993,0.19120372,0.73697597
19.41599989,0.01414672,0.01269332,0.00190000,0.68890861,0.19576475,0.71317292
19.51600003,0.01646313,0.01265090,0.00110000,0.74025656,0.19501620,0.69824735
19.61599994,0.02258052,0.01245070,0.00710000,0.76864606,0.19978351,0.69645761
19.71700001,0.01640184,0.01691980,0.00510000,0.75865098,0.20564663,0.70896363
19.81699991,0.00583496,0.02697690,0.00290000,0.69971075,0.23310843,0.70274569
19.91699982,0.00430090,0.02650099,0.00690000,0.71437610,0.23688312,0.71455552
20.01699996,0.00661805,0.02358244,0.00290000,0.72656754,0.21450084,0.71199692
20.11699986,0.00557397,0.02375565,0.00290000,0.72576651,0.20308755,0.70557309
20.21700001,0.00413928,0.02484102,0.00490000,0.75979769,0.20324930,0.69408713
20.31699991,0.01139872,0.02016108,0.00190000,0.77815904,0.20022696,0.69061632
20.41699982,0.01696420,0.01899226,0.00510000,0.84533779,0.19698403,0.68809333
20.51699996,0.01715561,0.01958686,0.00610000,0.83823328,0.20296643,0.69584919
20.61699986,0.01938840,0.01877604,0.00810000,0.81827905,0.20799785,0.70560901
20.71700001,0.01915884,0.02583309,0.00810000,0.83068468,0.23382546,0.71714355
20.81699991,0.00363923,0.02296010,0.01390000,0.77373612,0.22041167,0.76478029
20.91799998,0.00069879,0.01621979,0.02100000,0.75955068,0.21447929,0.78847277
21.01799989,0.00055743,0.01506318,0.01800000,0.74778699,0.22008216,0.78934540
21.11800003,0.00563091,0.01267647,0.01300000,0.76439672,0.22245422,0.73371170
21.21799994,0.00325358,0.01164192,0.01090000,0.77794348,0.21441068,0.73333332
21.31799984,0.00034731,0.01713620,0.01300000,0.76421946,0.21971630,0.73823000
21.41799998,0.00264832,0.02030853,0.00400000,0.76295645,0.22285205,0.71388643
21.51799989,0.00503256,0.02004304,0.00290000,0.76605727,0.22432633,0.72414212
21.61800003,0.00233122,0.01657545,0.00500000,0.76605308,0.21828156,0.72021546
21.71799994,0.00055084,0.01309300,0.01100000,0.77213565,0.22240197,0.69850691
21.81799984,0.00519343,0.01467475,0.00300000,0.78892783,0.22325683,0.68861146
21.91799998,0.00130108,0.01556750,0.00400000,0.75815968,0.22888209,0.69527200
22.01799989,0.00458300,0.02505347,0.00700000,0.74474683,0.25282783,0.71144227
22.11800003,0.01023524,0.03088689,0.00600000,0.72489028,0.26273951,0.72833255
22.21899986,0.01349233,0.03120892,0.00500000,0.73867996,0.26465150,0.75792147
22.31900001,0.01727102,0.02849231,0.00910000,0.75771068,0.25851209,0.72640192
22.41899991,0.02206214,0.03572551,0.00700000,0.80171383,0.26573573,0.71790275
22.51899981,0.00899575,0.04207964,0.00600000,0.74563770,0.27880456,0.73229350
22.61899996,0.00364233,0.02244958,0.00300000,0.73058815,0.26211712,0.72533151
22.71899986,0.00897829,0.04168321,0.00100000,0.71497995,0.27862428,0.69825786
22.81900001,0.00967237,0.02227409,0.00200000,0.72105065,0.25233972,0.69574362
22.91899991,0.00045216,0.03712675,0.01310000,0.68419224,0.26832777,0.73423013
23.01899981,0.01812176,0.03535819,0.01110000,0.69931122,0.26804616,0.70764677
23.11899996,0.00553050,0.02200781,0.00100000,0.66719172,0.26441804,0.67613129
23.21899986,0.00322690,0.04316986,0.00110000,0.65931484,0.28447497,0.68510936
23.31900001,0.00190134,0.01435496,0.00800000,0.67197969,0.24584074,0.71362781
23.41999984,0.01417976,0.01488067,0.03000000,0.68560173,0.24536516,0.73651993
23.51999998,0.02373549,0.01321653,0.03800000,0.70211894,0.24633437,0.77955497
23.61999989,0.03501362,0.01677636,0.04910000,0.70821234,0.24608965,0.76836769
23.72000003,0.03487969,0.01356676,0.05110000,0.74024419,0.24518378,0.76814241
23.81999993,0.05136325,0.01656702,0.05510000,0.72668242,0.23898543,0.76951159
23.91999984,0.04581191,0.01271687,0.05010000,0.69778105,0.23112213,0.76864792
24.01999998,0.04051914,0.00809995,0.05210000,0.69997878,0.21849106,0.78322780
24.11999989,0.03207045,0.00042011,0.05210000,0.72212342,0.21375396,0.74276296
24.22000003,0.03437386,0.00373197,0.05520000,0.73975950,0.21881286,0.75737857
24.31999993,0.04923627,0.00778394,0.06920000,0.74247726,0.22383062,0.75192246
24.41999984,0.03046210,0.01352444,0.04210000,0.71899408,0.22644198,0.73020500
24.51999998,0.02716681,0.01027544,0.04310000,0.67481284,0.22650598,0.72310342
24.62099981,0.03091127,0.00882401,0.04210000,0.76307895,0.22197238,0.73300161
24.72099996,0.03363763,0.01053137,0.05120000,0.74299872,0.21676053,0.74625600
24.82099986,0.03868282,0.00515164,0.02310000,0.76125981,0.21733798,0.74679833
24.92100000,0.02843594,0.00642554,0.00910000,0.69769029,0.22275534,0.72365378
25.02099991,0.02803376,0.00500083,0.00510000,0.70083946,0.22167027,0.70950806
25.12099981,0.03376967,0.00261904,0.00800000,0.70615685,0.20649807,0.69938696
25.22099996,0.03130941,0.00147344,0.00810000,0.72718788,0.21140516,0.69272282
25.32099986,0.01745574,0.00327829,0.00800000,0.69943399,0.21167754,0.67084368
25.42100000,0.01634948,0.00483163,0.00700000,0.67829423,0.21109714,0.66843482
25.52099991,0.02081757,0.00367817,0.01000000,0.67475870,0.22733790,0.66902336
25.62099981,0.01512226,0.00082908,0.02200000,0.70146417,0.21641080,0.68677616
25.72099996,0.01637013,0.00016999,0.02410000,0.70451397,0.21717506,0.70345376
25.82200003,0.02449209,0.00722134,0.03110000,0.71395855,0.21410554,0.78490283
25.92199993,0.02358971,0.00933946,0.02910000,0.70136538,0.21594411,0.77043898
26.02199984,0.02405973,0.01019948,0.03110000,0.72567725,0.22081104,0.71392863
26.12199998,0.02478103,0.01284332,0.02300000,0.72283825,0.22379312,0.67336935
26.22199988,0.02746042,0.01493268,0.02300000,0.75887954,0.23089580,0.66995875
26.32200003,0.01805508,0.00481810,0.01600000,0.72387874,0.22373365,0.69612973
26.42199993,0.01953160,0.00718865,0.01410000,0.69007769,0.22243325,0.69372775
26.52199984,0.02487307,0.01330528,0.01310000,0.68221349,0.22703052,0.70677446
26.62199998,0.03253266,0.01652744,0.00910000,0.71193534,0.23969604,0.67397810
26.72199988,0.03645224,0.01843677,0.00710000,0.70885303,0.25077130,0.70239278
26.82200003,0.03562390,0.01729560,0.00610000,0.70446894,0.25646307,0.68729778
26.92199993,0.03540929,0.01538416,0.00410000,0.69834856,0.26229451,0.68091305
27.02300000,0.03731827,0.01473523,0.00090000,0.71907150,0.26547815,0.70459037
27.12299991,0.04256611,0.01665822,0.00590000,0.70645170,0.27303674,0.69404352
27.22299981,0.04871418,0.01855341,0.00290000,0.70773523,0.26891491,0.71341710
27.32299995,0.04672555,0.02084065,0.00310000,0.66246254,0.26523776,0.69527815
27.42299986,0.04053183,0.02000926,0.00610000,0.66874464,0.26839318,0.70923432
27.52300000,0.04274298,0.02260283,0.00610000,0.68511399,0.26400388,0.70892615
27.62299991,0.04380388,0.02646546,0.00900000,0.69205381,0.26460682,0.70908165
27.72299981,0.04720919,0.03044639,0.01000000,0.66984128,0.27284824,0.70503786
27.82299995,0.05551286,0.03788315,0.01310000,0.68829610,0.28510575,0.70902922
27.92299986,0.06282527,0.02963588,0.01210000,0.66533219,0.26775214,0.68813057
28.02300000,0.05912248,0.02449352,0.00910000,0.67271177,0.26635897,0.67456663
28.12299991,0.05594625,0.02398056,0.01020000,0.67243331,0.25696671,0.67584734
28.22399998,0.05692523,0.01838798,0.01910000,0.68675244,0.24430427,0.69732609
28.32399988,0.05541673,0.01174034,0.02010000,0.68162087,0.23385146,0.65843464
