time_s,LoPE,LaPE,VPE,LoPL_adjusted,LaPL_adjusted,VPL_adjusted
0.00000000,0.01725223,0.01842608,0.16200000,0.80495545,0.24763107,0.97929379
0.09999990,0.01833180,0.02261073,0.18600000,0.79459926,0.25480555,1.00224109
0.20000005,0.06243528,0.00514649,0.18290000,0.81314203,0.22891060,0.98588540
0.29999995,0.05431781,0.02765639,0.17690000,0.81734646,0.26181416,0.96810123
0.40100002,0.00764787,0.02186413,0.03800000,0.71941301,0.25458371,0.79138907
0.50099993,0.00678857,0.01534162,0.04300000,0.71432395,0.23816013,0.81574672
0.60100007,0.01113733,0.01909659,0.04190000,0.69838812,0.26068179,0.81983992
0.70099998,0.01939075,0.02856149,0.06390000,0.77335417,0.26612310,0.88733293
0.80099988,0.02245036,0.02670134,0.05490000,0.77568614,0.26366078,0.85410215
0.90100002,0.01134138,0.01732695,0.03790000,0.70541259,0.24154436,0.80759963
1.00099993,0.00769208,0.01758300,0.03500000,0.72612016,0.25813799,0.81673917
1.10100007,0.01113350,0.01932913,0.04700000,0.73550405,0.25894090,0.82470682
1.20099998,0.01768950,0.02313723,0.04600000,0.77660420,0.26586760,0.83010948
1.30099988,0.00840605,0.01325701,0.02590000,0.72002584,0.23958933,0.79952759
1.40100002,0.00495371,0.01128454,0.02200000,0.70914560,0.23460541,0.78844506
1.50099993,0.00772600,0.01248995,0.03200000,0.72382837,0.23861082,0.79620675
1.60200000,0.00811289,0.01197293,0.03600000,0.71967998,0.23148471,0.80180581
1.70199990,0.00719119,0.01061634,0.03000000,0.71181625,0.23452153,0.79354627
1.80200005,0.00713402,0.01016690,0.01600000,0.70369947,0.23715822,0.75041613
1.90199995,0.01323201,0.01410262,0.03000000,0.70174875,0.24291888,0.74156819
2.00200009,0.01476673,0.01163029,0.03100000,0.72790986,0.23084619,0.74093018
2.10200000,0.01422001,0.00345707,0.03790000,0.73248719,0.22192827,0.72458799
2.20199990,0.01886563,0.00467845,0.04600000,0.75228778,0.22162475,0.76172343
2.30200005,0.00131200,0.00082986,0.01600000,0.70221154,0.21477326,0.67728305
2.40199995,0.00126094,0.00301165,0.00900000,0.73348582,0.21630669,0.69500945
2.50200009,0.00766840,0.00835019,0.02090000,0.75657818,0.22471986,0.71667295
2.60200000,0.00580807,0.00693082,0.00990000,0.71934159,0.22402664,0.71404776
2.70199990,0.00161878,0.00117454,0.01090000,0.68774446,0.21556224,0.73853025
2.80299997,0.00026081,0.01002108,0.01100000,0.65875710,0.21648108,0.73870716
2.90299988,0.00425557,0.00873499,0.00600000,0.65219470,0.20930941,0.72646750
3.00300002,0.00724372,0.00792329,0.01400000,0.62585248,0.21369197,0.72237126
